school_code,school_name,school_type,state,district,postcode,active
AFT4002,SEKOLAH MENENGAH AGAMA MAAHAD AL-MIZAN,SM SABK,PERAK,KUALA KANGSAR,33800,true
AFT4003,SMA MAAHAD NURUL FADZLIAH,SM SABK,PERAK,KUALA KANGSAR,31120,true
AFT4004,MAAHAD AL YAHYAWIAH,SM SABK,PERAK,KUALA KANGSAR,33700,true
AFT4005,MADRASAH IDRISIAH,SM SABK,PERAK,KUALA KANGSAR,33000,true
AFT6001,SEKOLAH MENENGAH ADDINIAH,SM SABK,PERAK,LARUT/MATANG/SELAMA,34850,true
AFT6002,MAAHAD AL MAARIF AL ISLAMIAH BATU 9 PERAK,SM SABK,PERAK,LARUT/MATANG/SELAMA,34850,true
AFT6003,SABK MAAHAD AL-KHAIR LIL BANAT,SM SABK,PERAK,LARUT/MATANG/SELAMA,34600,true
AFT6004,MAAHAD AL TARBIAH AL ISLAMIAH,SM SABK,PERAK,LARUT/MATANG/SELAMA,34850,true
AFT6005,SABK SYUBBANIAH,SM SABK,PERAK,LARUT/MATANG/SELAMA,34500,true
AFT7001,SMA TAN SRI GHAZALI JAWI,SM SABK,PERAK,HULU PERAK,33300,true
AFT8001,SMA MAAHAD AL AZIZ,SM SABK,PERAK,PERAK TENGAH,32800,true
AFT8002,MAAHAD EHYAK DINIAH ISLAMIAH,SM SABK,PERAK,PERAK TENGAH,36800,true
AFTB001,SMA AL-ULUM AL-SYAR'IYYAH,SM SABK,PERAK,BAGAN DATUK,36200,true
AHA1002,KOLEJ VOKASIONAL SERI MANJUNG,KV,PERAK,MANJUNG,32040,true
AHA2001,KOLEJ VOKASIONAL LEBUH CATOR,KV,PERAK,KINTA UTARA,30450,true
AHA2002,KOLEJ VOKASIONAL IPOH,KV,PERAK,KINTA UTARA,31400,true
AHA3002,KOLEJ VOKASIONAL KERIAN,KV,PERAK,KRIAN,34300,true
AHA4002,KOLEJ VOKASIONAL KUALA KANGSAR,KV,PERAK,KUALA KANGSAR,33700,true
AHA5001,KOLEJ VOKASIONAL (PERTANIAN) TELUK INTAN,KV,PERAK,HILIR PERAK,36000,true
AHA7001,KOLEJ VOKASIONAL GERIK,KV,PERAK,HULU PERAK,33300,true
AHA8002,KOLEJ VOKASIONAL SERI ISKANDAR,KV,PERAK,PERAK TENGAH,32610,true
AHAA001,KOLEJ VOKASIONAL SLIM RIVER,KV,PERAK,MUALLIM,35800,true
AKE6159,KOLEJ VOKASIONAL TAIPING,KV,PERAK,LARUT/MATANG/SELAMA,34600,true
ARA3001,SEKOLAH MENENGAH KEBANGSAAN AGAMA KERIAN,SMKA,PERAK,KRIAN,34400,true
ARA8001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SULTAN AZLAN SHAH,SMKA,PERAK,PERAK TENGAH,32600,true
ARA9001,SEKOLAH BERASRAMA PENUH INTEGRASI GOPENG,SBP,PERAK,KINTA SELATAN,31600,true
ARAA001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SLIM RIVER,SMKA,PERAK,MUALLIM,35800,true
BEA0091,SEKOLAH MENENGAH KEBANGSAAN RAJA MAHADI,SMK,SELANGOR,KLANG,41200,true
BEA0092,SEKOLAH MENENGAH KEBANGSAAN RAJA LUMU,SMK,SELANGOR,KLANG,42000,true
BEA0093,SEKOLAH MENENGAH KEBANGSAAN TENGKU AMPUAN RAHIMAH,SMK,SELANGOR,KLANG,41200,true
BEA0094,SEKOLAH MENENGAH KEBANGSAAN TENGKU AMPUAN JEMAAH,SMK,SELANGOR,KLANG,42000,true
BEA0095,SEKOLAH MENENGAH KEBANGSAAN TENGKU IDRIS SHAH,SMK,SELANGOR,KLANG,42200,true
BEA0096,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL SAMAD,SMK,SELANGOR,KLANG,41300,true
BEA0097,SEKOLAH MENENGAH KEBANGSAAN PULAU INDAH,SMK,SELANGOR,KLANG,42920,true
BEA0099,KOLEJ TINGKATAN ENAM SRI ISTANA,KT6,SELANGOR,KLANG,41000,true
BEA0100,SEKOLAH MENENGAH KEBANGSAAN RANTAU PANJANG,SMK,SELANGOR,KLANG,42100,true
BEA0101,SEKOLAH MENENGAH KEBANGSAAN (P) KAPAR,SMK,SELANGOR,KLANG,42200,true
BEA0102,SEKOLAH MENENGAH KEBANGSAAN PENDAMARAN JAYA,SMK,SELANGOR,KLANG,42000,true
BEA0103,SEKOLAH MENENGAH KEBANGSAAN TELOK GADONG,SMK,SELANGOR,KLANG,41100,true
BEA0104,SEKOLAH MENENGAH KEBANGSAAN SRI ANDALAS,SMK,SELANGOR,KLANG,41200,true
BEA0105,SEKOLAH MENENGAH KEBANGSAAN JALAN KEBUN,SMK,SELANGOR,KLANG,40460,true
BEA0106,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG JAWA,SMK,SELANGOR,KLANG,41000,true
BEA0107,SEKOLAH MENENGAH KEBANGSAAN TAMAN KLANG UTAMA,SMK,SELANGOR,KLANG,42100,true
BEA0108,SEKOLAH MENENGAH KEBANGSAAN KOTA KEMUNING,SMK,SELANGOR,KLANG,40460,true
BEA0109,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SULTAN SULEIMAN,SMK,SELANGOR,KLANG,42000,true
BEA0110,SEKOLAH MENENGAH KEBANGSAAN SUNGAI KAPAR INDAH,SMK,SELANGOR,KLANG,42200,true
BEA0111,SEKOLAH MENENGAH KEBANGSAAN SHAHBANDARAYA,SMK,SELANGOR,KLANG,41000,true
BEA0112,SEKOLAH MENENGAH KEBANGSAAN BATU UNJUR,SMK,SELANGOR,KLANG,41200,true
BEA0113,SEKOLAH MENENGAH KEBANGSAAN BUKIT TINGGI KLANG,SMK,SELANGOR,KLANG,41200,true
BEA0114,SEKOLAH MENENGAH KEBANGSAAN BUKIT KAPAR,SMK,SELANGOR,KLANG,42200,true
BEA1064,SEKOLAH MENENGAH KEBANGSAAN JENJAROM,SMK,SELANGOR,KUALA LANGAT,42600,true
BEA1065,SEKOLAH MENENGAH KEBANGSAAN JUGRA,SMK,SELANGOR,KUALA LANGAT,42700,true
BEA1066,SEKOLAH MENENGAH KEBANGSAAN TELOK DATOK,SMK,SELANGOR,KUALA LANGAT,42700,true
BEA1068,SEKOLAH MENENGAH KEBANGSAAN BATU LAUT,SMK,SELANGOR,KUALA LANGAT,42800,true
BEA1069,SEKOLAH MENENGAH KEBANGSAAN TELOK PANGLIMA GARANG,SMK,SELANGOR,KUALA LANGAT,42500,true
BEA1070,SEKOLAH MENENGAH KEBANGSAAN BUKIT CHANGGANG,SMK,SELANGOR,KUALA LANGAT,42700,true
BEA1071,SEKOLAH MENENGAH KEBANGSAAN BANTING,SMK,SELANGOR,KUALA LANGAT,42700,true
BEA1072,SEKOLAH MENENGAH KEBANGSAAN SIJANGKANG JAYA,SMK,SELANGOR,KUALA LANGAT,42500,true
BEA1073,SEKOLAH MENENGAH KEBANGSAAN BANDAR BANTING,SMK,SELANGOR,KUALA LANGAT,42700,true
BEA1074,SEKOLAH MENENGAH SAINS BANTING,SBP,SELANGOR,KUALA LANGAT,42700,true
BEA1075,SEKOLAH MENENGAH KEBANGSAAN BANDAR SAUJANA PUTRA,SMK,SELANGOR,KUALA LANGAT,42160,true
BEA3074,SEKOLAH MENENGAH KEBANGSAAN SERI TANJUNG,SMK,SELANGOR,KUALA SELANGOR,45000,true
BEA3075,SEKOLAH MENENGAH KEBANGSAAN DATO HARUN,SMK,SELANGOR,KUALA SELANGOR,45500,true
BEA3077,SEKOLAH MENENGAH KEBANGSAAN RAJA MUDA MUSA,SMK,SELANGOR,KUALA SELANGOR,45600,true
BEA3078,SEKOLAH MENENGAH KEBANGSAAN JERAM,SMK,SELANGOR,KUALA SELANGOR,45800,true
BEA3079,SEKOLAH MENENGAH KEBANGSAAN SG. BURONG,SMK,SELANGOR,KUALA SELANGOR,45500,true
BEA3080,SEKOLAH MENENGAH KEBANGSAAN TIRAM JAYA,SMK,SELANGOR,KUALA SELANGOR,45500,true
BEA3081,SEKOLAH MENENGAH KEBANGSAAN RANTAU PANJANG,SMK,SELANGOR,KUALA SELANGOR,45600,true
BEA3082,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN PERMATANG,SMK,SELANGOR,KUALA SELANGOR,45000,true
BEA3083,SEKOLAH MENENGAH SAINS KUALA SELANGOR,SBP,SELANGOR,KUALA SELANGOR,45000,true
BEA3084,SEKOLAH MENENGAH KEBANGSAAN SAUJANA UTAMA,SMK,SELANGOR,KUALA SELANGOR,47000,true
BEA3085,SEKOLAH MENENGAH KEBANGSAAN PUNCAK ALAM,SMK,SELANGOR,KUALA SELANGOR,42300,true
BEA3086,SEKOLAH MENENGAH KEBANGSAAN KUALA SELANGOR,SMK,SELANGOR,KUALA SELANGOR,45000,true
BEA3087,SEKOLAH MENENGAH KEBANGSAAN BUKIT KUCHING TENGAH,SMK,SELANGOR,KUALA SELANGOR,45800,true
BEA3088,SEKOLAH MENENGAH KEBANGSAAN PUNCAK ALAM 3,SMK,SELANGOR,KUALA SELANGOR,42300,true
BEA4601,SEKOLAH MENENGAH KEBANGSAAN TAMAN TASIK,SMK,SELANGOR,HULU LANGAT,68000,true
BEA4603,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU BANGI,SMK,SELANGOR,HULU LANGAT,43650,true
BEA4604,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL AZIZ SHAH,SMK,SELANGOR,HULU LANGAT,43000,true
BEA4605,SEKOLAH MENENGAH KEBANGSAAN KHIR JOHARI,SMK,SELANGOR,HULU LANGAT,43700,true
BEA4606,SEKOLAH MENENGAH KEBANGSAAN ABDUL JALIL,SMK,SELANGOR,HULU LANGAT,43100,true
BEA4608,SEKOLAH MENENGAH KEBANGSAAN ENGKU HUSAIN,SMK,SELANGOR,HULU LANGAT,43500,true
BEA4609,SEKOLAH MENENGAH KEBANGSAAN TAMAN KOSAS,SMK,SELANGOR,HULU LANGAT,68000,true
BEA4610,SEKOLAH MENENGAH KEBANGSAAN TAMAN SERAYA,SMK,SELANGOR,HULU LANGAT,56100,true
BEA4611,SEKOLAH MENENGAH KEBANGSAAN PERIMBUN,SMK,SELANGOR,HULU LANGAT,43200,true
BEA4612,SEKOLAH MENENGAH KEBANGSAAN TASEK PERMAI,SMK,SELANGOR,HULU LANGAT,68000,true
BEA4613,SEKOLAH MENENGAH KEBANGSAAN JALAN REKO,SMK,SELANGOR,HULU LANGAT,43000,true
BEA4614,SEKOLAH MENENGAH KEBANGSAAN JALAN TIGA,SMK,SELANGOR,HULU LANGAT,43650,true
BEA4615,SEKOLAH MENENGAH KEBANGSAAN PANDAN JAYA,SMK,SELANGOR,HULU LANGAT,55100,true
BEA4616,SEKOLAH MENENGAH KEBANGSAAN PANDAN INDAH,SMK,SELANGOR,HULU LANGAT,55100,true
BEA4617,SEKOLAH MENENGAH KEBANGSAAN CHERAS PERDANA,SMK,SELANGOR,HULU LANGAT,43200,true
BEA4618,SEKOLAH MENENGAH KEBANGSAAN DATO' AHMAD RAZALI,SMK,SELANGOR,HULU LANGAT,68000,true
BEA4619,SEKOLAH MENENGAH KEBANGSAAN BUKIT INDAH,SMK,SELANGOR,GOMBAK,68000,true
BEA4620,SEKOLAH MENENGAH KEBANGSAAN CHERAS JAYA,SMK,SELANGOR,HULU LANGAT,43200,true
BEA4621,SEKOLAH MENENGAH KEBANGSAAN SAUJANA IMPIAN,SMK,SELANGOR,HULU LANGAT,43000,true
BEA4622,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU AMPANG,SMK,SELANGOR,HULU LANGAT,68000,true
BEA4623,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SUNGAI LONG,SMK,SELANGOR,HULU LANGAT,43000,true
BEA4624,SEKOLAH MENENGAH KEBANGSAAN JALAN EMPAT,SMK,SELANGOR,HULU LANGAT,43650,true
BEA4625,SEKOLAH MENENGAH KEBANGSAAN KAJANG UTAMA,SMK,SELANGOR,HULU LANGAT,43000,true
BEA4626,SEKOLAH MENENGAH KEBANGSAAN TAMAN JASMIN 2,SMK,SELANGOR,HULU LANGAT,43000,true
BEA4627,SEKOLAH MENENGAH KEBANGSAAN DUSUN NANDING,SMK,SELANGOR,HULU LANGAT,43100,true
BEA4628,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASIK KESUMA,SMK,SELANGOR,HULU LANGAT,43700,true
BEA4629,SEKOLAH MENENGAH KEBANGSAAN BANDAR DAMAI PERDANA,SMK,SELANGOR,HULU LANGAT,56000,true
BEA4630,SEKOLAH MENENGAH KEBANGSAAN BANDAR TUN HUSSEIN ONN 2,SMK,SELANGOR,HULU LANGAT,43200,true
BEA4631,SEKOLAH MENENGAH KEBANGSAAN PANDAN MEWAH,SMK,SELANGOR,HULU LANGAT,68000,true
BEA4632,SEKOLAH MENENGAH KEBANGSAAN BANDAR RINCHING,SMK,SELANGOR,HULU LANGAT,43500,true
BEA4633,SEKOLAH MENENGAH KEBANGSAAN BANDAR SERI PUTRA,SMK,SELANGOR,HULU LANGAT,43000,true
BEA4634,SEKOLAH MENENGAH KEBANGSAAN DESA SERDANG,SMK,SELANGOR,HULU LANGAT,43300,true
BEA4635,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RAMAL,SMK,SELANGOR,HULU LANGAT,43000,true
BEA5061,SEKOLAH MENENGAH KEBANGSAAN KUALA KUBU BHARU,SMK,SELANGOR,HULU SELANGOR,44000,true
BEA5062,SEKOLAH MENENGAH KEBANGSAAN KAMPONG SOEHARTO,SMK,SELANGOR,HULU SELANGOR,44010,true
BEA5063,SEKOLAH MENENGAH KEBANGSAAN SUNGAI CHOH,SMK,SELANGOR,HULU SELANGOR,48000,true
BEA5064,SEKOLAH MENENGAH KEBANGSAAN KALUMPANG,SMK,SELANGOR,HULU SELANGOR,44100,true
BEA5065,SEKOLAH MENENGAH KEBANGSAAN GEDANGSA,SMK,SELANGOR,HULU SELANGOR,44020,true
BEA5066,SEKOLAH MENENGAH KEBANGSAAN BUKIT SENTOSA,SMK,SELANGOR,HULU SELANGOR,48300,true
BEA5067,SEKOLAH MENENGAH SAINS HULU SELANGOR,SBP,SELANGOR,HULU SELANGOR,44300,true
BEA5068,SEKOLAH MENENGAH KEBANGSAAN AMPANG PECAH,SMK,SELANGOR,HULU SELANGOR,44000,true
BEA5069,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU BATANG KALI,SMK,SELANGOR,HULU SELANGOR,44300,true
BEA5070,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNGAI BUAYA,SMK,SELANGOR,HULU SELANGOR,48010,true
BEA5071,SEKOLAH MENENGAH KEBANGSAAN TAMAN BUNGA RAYA (1),SMK,SELANGOR,HULU SELANGOR,48300,true
BEA5072,SEKOLAH MENENGAH KEBANGSAAN SERENDAH,SMK,SELANGOR,HULU SELANGOR,48200,true
BEA5073,SEKOLAH MENENGAH KEBANGSAAN BUKIT SENTOSA 2,SMK,SELANGOR,HULU SELANGOR,48300,true
BEA6041,SEKOLAH MENENGAH KEBANGSAAN UNGKU AZIZ,SMK,SELANGOR,SABAK BERNAM,45200,true
BEA6042,SEKOLAH MENENGAH KEBANGSAAN MUNSHI ABDULLAH,SMK,SELANGOR,SABAK BERNAM,45100,true
BEA6043,SEKOLAH MENENGAH KEBANGSAAN SUNGAI BESAR,SMK,SELANGOR,SABAK BERNAM,45300,true
BEA6044,SEKOLAH MENENGAH KEBANGSAAN BAGAN TERAP,SMK,SELANGOR,SABAK BERNAM,45300,true
BEA6601,SEKOLAH MENENGAH KEBANGSAAN DATO MUSTAFFA,SMK,SELANGOR,SABAK BERNAM,45400,true
BEA7601,SEKOLAH MENENGAH KEBANGSAAN GOMBAK SETIA,SMK,SELANGOR,GOMBAK,53100,true
BEA7602,SEKOLAH MENENGAH KEBANGSAAN TAMAN SELAYANG,SMK,SELANGOR,GOMBAK,68100,true
BEA7603,SEKOLAH MENENGAH KEBANGSAAN LEMBAH KERAMAT,SMK,SELANGOR,GOMBAK,54200,true
BEA7604,SEKOLAH MENENGAH KEBANGSAAN TAMAN EHSAN,SMK,SELANGOR,GOMBAK,52100,true
BEA7605,SEKOLAH MENENGAH KEBANGSAAN RAWANG,SMK,SELANGOR,GOMBAK,48000,true
BEA7606,SEKOLAH MENENGAH KEBANGSAAN TAMAN KERAMAT,SMK,SELANGOR,GOMBAK,54200,true
BEA7607,SEKOLAH MENENGAH KEBANGSAAN SERI GOMBAK,SMK,SELANGOR,GOMBAK,68100,true
BEA7608,SEKOLAH MENENGAH KEBANGSAAN HILLCREST,SMK,SELANGOR,GOMBAK,68100,true
BEA7609,SEKOLAH MENENGAH KEBANGSAAN IDEAL HEIGHTS,SMK,SELANGOR,GOMBAK,68100,true
BEA7610,SEKOLAH MENENGAH KEBANGSAAN TAMAN MELAWATI,SMK,SELANGOR,GOMBAK,53100,true
BEA7612,SEKOLAH MENENGAH KEBANGSAAN SERI SELAYANG,SMK,SELANGOR,GOMBAK,68100,true
BEA7613,SEKOLAH MENENGAH KEBANGSAAN SUNGAI KERTAS,SMK,SELANGOR,GOMBAK,68100,true
BEA7614,SEKOLAH MENENGAH KEBANGSAAN SERI KERAMAT,SMK,SELANGOR,GOMBAK,54200,true
BEA7615,SEKOLAH MENENGAH KEBANGSAAN DARUL EHSAN,SMK,SELANGOR,GOMBAK,68100,true
BEA7616,SEKOLAH MENENGAH KEBANGSAAN SUNGAI PUSU,SMK,SELANGOR,GOMBAK,53100,true
BEA7617,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESA,SMK,SELANGOR,GOMBAK,48000,true
BEA7618,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASIK PUTERI,SMK,SELANGOR,GOMBAK,48000,true
BEA7619,SEKOLAH MENENGAH KEBANGSAAN BUKIT RAHMAN PUTRA,SMK,SELANGOR,GOMBAK,47000,true
BEA7620,SEKOLAH MENENGAH KEBANGSAAN SERI KUNDANG,SMK,SELANGOR,GOMBAK,48020,true
BEA7621,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESA 2,SMK,SELANGOR,GOMBAK,48000,true
BEA7622,SEKOLAH MENENGAH KEBANGSAAN SIERRAMAS,SMK,SELANGOR,GOMBAK,47000,true
BEA7623,SEKOLAH MENENGAH KEBANGSAAN TUN PERAK,SMK,SELANGOR,GOMBAK,48000,true
BEA8601,SEKOLAH MENENGAH KEBANGSAAN PUCHONG,SMK,SELANGOR,PETALING PERDANA,47100,true
BEA8602,SEKOLAH MENENGAH KEBANGSAAN SRI PERMATA,SMK,SELANGOR,PETALING UTAMA,47300,true
BEA8603,SEKOLAH MENENGAH KEBANGSAAN SULTAN SALAHUDDIN ABDUL AZIZ SHAH,SMK,SELANGOR,PETALING PERDANA,40000,true
BEA8604,SEKOLAH MENENGAH KEBANGSAAN SUBANG JAYA,SMK,SELANGOR,PETALING PERDANA,47500,true
BEA8605,SEKOLAH MENENGAH KEBANGSAAN BUKIT GADING,SMK,SELANGOR,GOMBAK,47000,true
BEA8606,SEKOLAH MENENGAH KEBANGSAAN SERI SERDANG,SMK,SELANGOR,PETALING PERDANA,43300,true
BEA8607,SEKOLAH MENENGAH KEBANGSAAN TAMAN DATO' HARUN,SMK,SELANGOR,PETALING UTAMA,46000,true
BEA8608,SEKOLAH MENENGAH KEBANGSAAN DAMANSARA JAYA,SMK,SELANGOR,PETALING UTAMA,47400,true
BEA8609,KOLEJ TINGKATAN ENAM PUCHONG,KT6,SELANGOR,PETALING PERDANA,47100,true
BEA8610,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 16,SMK,SELANGOR,PETALING PERDANA,40200,true
BEA8611,SEKOLAH MENENGAH KEBANGSAAN DAMANSARA UTAMA,SMK,SELANGOR,PETALING UTAMA,47400,true
BEA8612,SEKOLAH MENENGAH PENDIDIKAN KHAS VOKASIONAL SHAH ALAM,SM KHAS,SELANGOR,PETALING PERDANA,40200,true
BEA8613,SEKOLAH MENENGAH KEBANGSAAN TAMAN MEDAN,SMK,SELANGOR,PETALING UTAMA,46000,true
BEA8614,SEKOLAH MENENGAH KEBANGSAAN SUBANG UTAMA,SMK,SELANGOR,PETALING PERDANA,47500,true
BEA8615,SEKOLAH MENENGAH KEBANGSAAN KELANA JAYA,SMK,SELANGOR,PETALING UTAMA,47301,true
BEA8616,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN SEBELAS,SMK,SELANGOR,PETALING PERDANA,40000,true
BEA8617,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 18,SMK,SELANGOR,PETALING PERDANA,40200,true
BEA8618,SEKOLAH MENENGAH KEBANGSAAN SEAFIELD,SMK,SELANGOR,PETALING PERDANA,47600,true
BEA8619,KOLEJ TINGKATAN ENAM SHAH ALAM,KT6,SELANGOR,PETALING PERDANA,40300,true
BEA8620,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SUNGAI BULOH,SMK,SELANGOR,GOMBAK,47000,true
BEA8621,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 19,SMK,SELANGOR,PETALING PERDANA,40300,true
BEA8622,SEKOLAH MENENGAH KEBANGSAAN ALAM MEGAH,SMK,SELANGOR,PETALING PERDANA,40400,true
BEA8623,SEKOLAH MENENGAH KEBANGSAAN TAMAN SRI MUDA,SMK,SELANGOR,PETALING PERDANA,40400,true
BEA8624,SEKOLAH MENENGAH KEBANGSAAN SRI UTAMA,SMK,SELANGOR,PETALING UTAMA,46100,true
BEA8625,SEKOLAH MENENGAH KEBANGSAAN SS 17,SMK,SELANGOR,PETALING PERDANA,47500,true
BEA8626,SEKOLAH MENENGAH KEBANGSAAN BANDAR SUNWAY,SMK,SELANGOR,PETALING PERDANA,46150,true
BEA8627,SEKOLAH MENENGAH KEBANGSAAN SERI INDAH,SMK,SELANGOR,PETALING PERDANA,43300,true
BEA8628,SEKOLAH MENENGAH KEBANGSAAN PUCHONG PERDANA,SMK,SELANGOR,PETALING PERDANA,47150,true
BEA8629,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 9,SMK,SELANGOR,PETALING PERDANA,40100,true
BEA8630,SEKOLAH MENENGAH KEBANGSAAN SUBANG,SMK,SELANGOR,PETALING PERDANA,40150,true
BEA8631,KOLEJ TINGKATAN ENAM BANDAR UTAMA,KT6,SELANGOR,PETALING UTAMA,47800,true
BEA8632,SEKOLAH MENENGAH KEBANGSAAN USJ 4,SMK,SELANGOR,PETALING PERDANA,47600,true
BEA8633,SEKOLAH MENENGAH KEBANGSAAN USJ 13,SMK,SELANGOR,PETALING PERDANA,47630,true
BEA8634,SEKOLAH MENENGAH KEBANGSAAN USJ 8,SMK,SELANGOR,PETALING PERDANA,47610,true
BEA8635,SEKOLAH MENENGAH KEBANGSAAN USJ 12,SMK,SELANGOR,PETALING PERDANA,47630,true
BEA8636,SEKOLAH MENENGAH KEBANGSAAN PUCHONG UTAMA (1),SMK,SELANGOR,PETALING PERDANA,47100,true
BEA8637,SEKOLAH MENENGAH KEBANGSAAN TTDI JAYA,SMK,SELANGOR,PETALING PERDANA,40150,true
BEA8638,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 10 KOTA DAMANSARA,SMK,SELANGOR,PETALING UTAMA,47810,true
BEA8639,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 1 BANDAR KINRARA,SMK,SELANGOR,PETALING PERDANA,47180,true
BEA8640,SEKOLAH MENENGAH KEBANGSAAN TROPICANA,SMK,SELANGOR,PETALING UTAMA,47410,true
BEA8641,SEKOLAH MENENGAH KEBANGSAAN BANDAR SRI DAMANSARA 2,SMK,SELANGOR,PETALING UTAMA,52200,true
BEA8642,SEKOLAH MENENGAH KEBANGSAAN USJ 23,SMK,SELANGOR,PETALING PERDANA,47640,true
BEA8643,SEKOLAH MENENGAH KEBANGSAAN BANDAR UTAMA DAMANSARA 3,SMK,SELANGOR,PETALING UTAMA,47800,true
BEA8644,SEKOLAH MENENGAH KEBANGSAAN BANDAR UTAMA DAMANSARA (4),SMK,SELANGOR,PETALING UTAMA,47800,true
BEA8645,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 3 BANDAR KINRARA,SMK,SELANGOR,PETALING PERDANA,47180,true
BEA8647,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 4 BANDAR KINRARA,SMK,SELANGOR,PETALING PERDANA,47180,true
BEA8648,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 7,SMK,SELANGOR,PETALING PERDANA,40000,true
BEA8649,SEKOLAH MENENGAH KEBANGSAAN PUSAT BANDAR PUCHONG 1,SMK,SELANGOR,PETALING PERDANA,47160,true
BEA8650,SEKOLAH MENENGAH KEBANGSAAN BUKIT JELUTONG,SMK,SELANGOR,PETALING PERDANA,40150,true
BEA8652,SEKOLAH MENENGAH KEBANGSAAN DAMANSARA DAMAI 1,SMK,SELANGOR,PETALING UTAMA,47830,true
BEA8653,SEKOLAH MENENGAH KEBANGSAAN ALAM MEGAH 2,SMK,SELANGOR,PETALING PERDANA,40400,true
BEA8654,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 24 (2),SMK,SELANGOR,PETALING PERDANA,40300,true
BEA8655,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 4 KOTA DAMANSARA,SMK,SELANGOR,PETALING UTAMA,47810,true
BEA8656,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUCHONG JAYA (A),SMK,SELANGOR,PETALING PERDANA,47100,true
BEA8657,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUCHONG JAYA (B),SMK,SELANGOR,PETALING PERDANA,47170,true
BEA8658,SEKOLAH MENENGAH KEBANGSAAN BANDAR UTAMA DAMANSARA (2),SMK,SELANGOR,PETALING UTAMA,47800,true
BEA8659,SEKOLAH MENENGAH KEBANGSAAN BANDAR SRI DAMANSARA 1,SMK,SELANGOR,PETALING UTAMA,52200,true
BEA8660,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 27,SMK,SELANGOR,PETALING PERDANA,40400,true
BEA8661,SEKOLAH MENENGAH KEBANGSAAN LEMBAH SUBANG,SMK,SELANGOR,PETALING UTAMA,47301,true
BEA8662,SEKOLAH MENENGAH KEBANGSAAN SUBANG BESTARI,SMK,SELANGOR,PETALING PERDANA,40150,true
BEA8663,SEKOLAH MENENGAH KEBANGSAAN PUCHONG PERMAI,SMK,SELANGOR,PETALING PERDANA,47150,true
BEA8664,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESAMINIUM,SMK,SELANGOR,PETALING PERDANA,43300,true
BEA8665,SEKOLAH MENENGAH KEBANGSAAN SETIA ALAM,SMK,SELANGOR,PETALING PERDANA,40170,true
BEA8666,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 8 KOTA DAMANSARA,SMK,SELANGOR,PETALING UTAMA,47810,true
BEA8668,SEKOLAH MENENGAH KEBANGSAAN SHAH ALAM,SMK,SELANGOR,PETALING PERDANA,40150,true
BEA8669,KOLEJ TINGKATAN ENAM PETALING JAYA,KT6,SELANGOR,PETALING UTAMA,46000,true
BEA8670,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUNCAK JALIL,SMK,SELANGOR,PETALING PERDANA,43300,true
BEA9601,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RAWANG,SMK,SELANGOR,SEPANG,43950,true
BEA9602,SEKOLAH MENENGAH KEBANGSAAN SERI SEPANG,SMK,SELANGOR,SEPANG,43900,true
BEA9604,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SALAK TINGGI,SMK,SELANGOR,SEPANG,43900,true
BEA9607,SEKOLAH MENENGAH KEBANGSAAN SERI PUTERI,SBP,SELANGOR,SEPANG,63000,true
BEA9609,SEKOLAH MENENGAH KEBANGSAAN CYBERJAYA,SMK,SELANGOR,SEPANG,63000,true
